Report Number,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Police Deployed,Latitude,Longitude
NCRB_32533,2023-11-14,03:34,Delhi,601,Kidnapping,53,M,Unknown,8,28.714490535336967,77.19465076702653
NCRB_32534,2022-03-01,07:30,Delhi,952,Burglary,45,M,Knife,1,28.725871452647645,77.17589173105436
NCRB_32535,2023-12-05,05:50,Delhi,627,Kidnapping,56,Unknown,,10,28.464940807200428,77.12542001033935
NCRB_32536,2022-09-30,12:08,Delhi,122,Drug Offense,37,Unknown,Knife,6,28.461051469633464,77.1062954924572
NCRB_32537,2023-02-06,02:44,Delhi,953,Drug Offense,34,M,Unknown,6,28.49433986437896,77.07826816718224
NCRB_32538,2022-01-20,04:33,Delhi,204,Homicide,23,Unknown,Knife,10,28.762188494799943,77.31439511297627
NCRB_32539,2023-06-04,20:01,Delhi,659,Drug Offense,34,F,Blunt Object,4,28.61490274303661,77.18778358922445
NCRB_32540,2023-03-20,22:29,Delhi,584,Assault,38,Unknown,Unknown,6,28.631206680586047,77.30183643689139
NCRB_32541,2022-11-07,07:26,Delhi,454,Homicide,44,Unknown,Blunt Object,1,28.58824197125101,77.301563550012
NCRB_32542,2023-03-19,00:38,Delhi,114,Theft/Robbery,51,Unknown,Blunt Object,5,28.424051694590545,77.18266054874961
NCRB_32543,2023-04-04,22:50,Delhi,537,Homicide,48,Unknown,,9,28.58907730693885,77.02260533832614
NCRB_32544,2023-05-28,23:12,Delhi,545,Assault,35,Unknown,Firearm,7,28.567302658696303,77.0666735055835
NCRB_32545,2023-01-04,09:59,Delhi,255,Theft/Robbery,44,Unknown,Knife,8,28.7555083554746,77.16367395184993
NCRB_32546,2022-05-10,13:33,Delhi,108,Homicide,48,M,Knife,0,28.461103397440294,77.13546854284816
NCRB_32547,2023-07-12,09:18,Delhi,732,Burglary,28,Unknown,Unknown,5,28.78276740666217,77.11675247525892
NCRB_32548,2022-09-04,02:14,Delhi,579,Homicide,47,M,,3,28.72432639082056,77.176860996688
NCRB_32549,2022-07-06,14:47,Delhi,209,Theft/Robbery,58,F,Blunt Object,0,28.546168283349505,77.25836142756103
NCRB_32550,2023-01-26,23:56,Delhi,271,Assault,60,M,Firearm,5,28.420355126020496,77.2516848297082
NCRB_32551,2022-07-04,13:51,Delhi,884,Homicide,53,M,Knife,10,28.77554063343496,77.07914068009721
NCRB_32552,2023-05-16,19:44,Delhi,366,Drug Offense,47,F,Unknown,8,28.72239978340581,77.33700955549281
NCRB_32553,2022-10-03,04:23,Delhi,642,Kidnapping,27,Unknown,Knife,4,28.780742936297024,77.05584454326757
NCRB_32554,2023-12-13,18:04,Delhi,448,Assault,39,F,Blunt Object,7,28.70269855773985,77.34078358340227
NCRB_32555,2023-05-23,10:56,Delhi,607,Theft/Robbery,39,F,Firearm,7,28.71350350102458,77.19467921875086
NCRB_32556,2023-01-16,06:00,Delhi,644,Burglary,46,M,Unknown,7,28.5508189037057,77.28377762893368
NCRB_32557,2022-03-15,05:08,Delhi,623,Homicide,48,M,Firearm,5,28.65985634741296,77.27562705508397
NCRB_32558,2023-05-10,07:36,Delhi,865,Burglary,22,Unknown,Firearm,6,28.7258034284969,77.04418248189245
NCRB_32559,2022-04-15,20:33,Delhi,925,Homicide,39,Unknown,,5,28.801721373522152,77.04675681682244
NCRB_32560,2022-05-27,16:32,Delhi,887,Assault,26,M,Unknown,2,28.636283021300653,77.37786908683215
NCRB_32561,2022-03-29,00:42,Delhi,633,Theft/Robbery,47,M,Firearm,2,28.61192285779181,77.14089073375057
NCRB_32562,2023-12-17,08:03,Delhi,302,Burglary,62,Unknown,Knife,0,28.527630284756206,77.2440495593078
NCRB_32563,2022-05-21,03:42,Delhi,286,Burglary,60,F,Firearm,3,28.551030936162668,77.31046542885441
NCRB_32564,2022-01-21,02:56,Delhi,376,Burglary,58,F,Firearm,1,28.78725220340344,77.22759867854138
NCRB_32565,2023-07-01,14:05,Delhi,609,Theft/Robbery,20,M,Firearm,7,28.64890198800333,77.34551002284037
NCRB_32566,2023-09-03,17:11,Delhi,930,Theft/Robbery,38,Unknown,Unknown,3,28.761485426308703,77.37229708155598
NCRB_32567,2022-10-29,16:23,Delhi,583,Theft/Robbery,63,F,Blunt Object,8,28.757868951431966,77.24977904660307
NCRB_32568,2023-04-04,11:28,Delhi,996,Burglary,18,Unknown,Knife,0,28.57369030042122,77.0629231950362
NCRB_32569,2022-03-20,20:22,Delhi,939,Burglary,57,Unknown,Blunt Object,9,28.71192875387936,77.31375822165386
NCRB_32570,2022-11-03,19:18,Delhi,987,Kidnapping,59,Unknown,Knife,9,28.559544207390143,77.36550305067004
NCRB_32571,2023-12-22,21:39,Delhi,685,Kidnapping,40,Unknown,Unknown,3,28.5649679728524,77.1900145482947
NCRB_32572,2022-09-16,14:23,Delhi,342,Assault,22,F,,0,28.608826613807377,77.05106050897605
NCRB_32573,2023-02-14,07:23,Delhi,520,Theft/Robbery,62,F,Firearm,8,28.508371370752247,77.17858620922992
NCRB_32574,2022-03-15,16:20,Delhi,465,Assault,45,Unknown,Unknown,4,28.54425026451157,77.1315107547598
NCRB_32575,2023-05-30,15:47,Delhi,802,Assault,61,M,Knife,5,28.64958017073634,77.25773058343937
NCRB_32576,2023-09-02,23:23,Delhi,936,Assault,43,Unknown,Knife,2,28.48274767280201,77.11868520891548
NCRB_32577,2022-10-31,15:11,Delhi,588,Homicide,45,F,Firearm,10,28.72691011357612,77.08343034317731
NCRB_32578,2022-03-23,04:54,Delhi,509,Kidnapping,33,M,Firearm,1,28.56313409314709,77.23640897604858
NCRB_32579,2023-02-11,11:19,Delhi,508,Burglary,27,F,Firearm,2,28.429869804514507,77.24301520490017
NCRB_32580,2023-06-30,05:53,Delhi,401,Theft/Robbery,63,F,,10,28.75502647239288,77.10079876049517
NCRB_32581,2022-02-23,19:57,Delhi,560,Burglary,31,M,,4,28.645217687553508,77.2362991578914
NCRB_32582,2022-09-17,16:10,Delhi,841,Homicide,61,Unknown,Unknown,10,28.807476249908067,77.03772326997563
NCRB_32583,2023-02-26,23:37,Delhi,907,Kidnapping,19,Unknown,Knife,6,28.634486926361323,77.29080915862855
NCRB_32584,2022-04-27,13:10,Delhi,327,Assault,48,Unknown,,1,28.77765312654257,77.18899240892922
NCRB_32585,2022-06-13,08:08,Delhi,648,Kidnapping,26,M,Knife,2,28.527139644289537,77.2085276777611
NCRB_32586,2023-10-10,09:54,Delhi,979,Drug Offense,32,M,Unknown,9,28.59463343669045,77.22664901077644
NCRB_32587,2023-10-31,20:37,Delhi,995,Kidnapping,21,M,Knife,1,28.719778970749925,77.3976095640065
NCRB_32588,2022-03-16,13:18,Delhi,950,Kidnapping,49,M,Blunt Object,7,28.76280906255012,77.37740267576356
NCRB_32589,2023-07-21,13:22,Delhi,269,Theft/Robbery,32,Unknown,Knife,8,28.781820171560803,77.23978636173436
NCRB_32590,2023-02-11,03:26,Delhi,855,Theft/Robbery,54,M,,9,28.61810978841008,77.26625405309028
NCRB_32591,2023-12-09,22:41,Delhi,543,Assault,22,Unknown,Blunt Object,6,28.676117274608075,77.03088407237664
NCRB_32592,2022-10-27,06:08,Delhi,896,Drug Offense,25,Unknown,Firearm,3,28.7155752949824,77.03136430431658
NCRB_32593,2023-07-17,08:25,Delhi,460,Drug Offense,43,M,Firearm,9,28.698301405981645,77.24542505679152
NCRB_32594,2023-11-18,00:28,Delhi,429,Homicide,53,M,Firearm,4,28.621417841791832,77.23693962534139
NCRB_32595,2022-10-24,10:51,Delhi,255,Kidnapping,55,Unknown,Knife,4,28.629461421347752,77.20801432884245
NCRB_32596,2023-06-14,22:34,Delhi,917,Assault,47,F,,2,28.425046679841856,77.33952149449128
NCRB_32597,2022-11-12,03:10,Delhi,647,Assault,30,M,,3,28.658305497932663,77.0822336117617
NCRB_32598,2022-03-24,19:47,Delhi,692,Assault,43,F,Firearm,2,28.67528470324588,77.27869630781719
NCRB_32599,2022-10-25,19:56,Delhi,227,Drug Offense,65,M,Unknown,8,28.7665406088359,77.28450381286763
NCRB_32600,2022-11-06,09:20,Delhi,961,Drug Offense,33,M,Firearm,6,28.561386473777382,77.39485828884617
NCRB_32601,2023-09-30,20:36,Delhi,309,Kidnapping,65,F,Knife,2,28.50882108616828,77.25782957110926
NCRB_32602,2022-05-15,01:42,Delhi,561,Assault,21,M,Firearm,6,28.794515701466374,77.23783466682295
NCRB_32603,2022-09-03,19:04,Delhi,449,Burglary,65,M,Blunt Object,3,28.78292834558744,77.35851639339099
NCRB_32604,2023-05-05,07:42,Delhi,957,Homicide,54,Unknown,Blunt Object,4,28.52552061387837,77.4038753448078
NCRB_32605,2023-06-30,15:18,Delhi,727,Burglary,19,F,Unknown,6,28.557526787046687,77.02615484356912
NCRB_32606,2022-05-17,01:01,Delhi,931,Kidnapping,32,Unknown,Unknown,10,28.67417189880854,77.13922702035022
NCRB_32607,2022-06-17,19:27,Delhi,366,Burglary,28,F,Unknown,4,28.703445638301105,77.3999464606395
NCRB_32608,2022-07-04,03:37,Delhi,468,Kidnapping,39,M,Firearm,6,28.52721784401953,77.04429199594914
NCRB_32609,2023-06-24,09:23,Delhi,455,Theft/Robbery,54,F,Blunt Object,7,28.587868172955744,77.14520938201979
NCRB_32610,2023-12-07,10:48,Delhi,349,Theft/Robbery,38,Unknown,Blunt Object,5,28.456492452044603,77.18379607709566
NCRB_32611,2023-02-02,12:06,Delhi,939,Theft/Robbery,50,Unknown,Unknown,5,28.42380574701038,77.28443430808221
NCRB_32612,2022-10-03,11:11,Delhi,448,Burglary,27,F,Blunt Object,8,28.430587220732367,77.01098357618771
NCRB_32613,2023-12-27,13:58,Delhi,275,Homicide,54,F,Unknown,3,28.807628769395443,77.39430554366922
NCRB_32614,2022-03-14,12:54,Delhi,346,Kidnapping,38,F,Knife,1,28.56613654072529,77.33552041903349
NCRB_32615,2023-11-09,06:40,Delhi,526,Drug Offense,65,Unknown,Knife,0,28.52396638573085,77.0202012745052
NCRB_32616,2023-03-17,17:41,Delhi,841,Burglary,57,F,Knife,9,28.69988678315272,77.01002478842207
NCRB_32617,2023-08-13,12:49,Delhi,233,Burglary,50,F,Blunt Object,6,28.563177879955923,77.15022632745952
NCRB_32618,2023-09-07,15:41,Delhi,907,Homicide,29,Unknown,Knife,8,28.47982782208509,77.29580465918356
NCRB_32619,2022-01-18,23:10,Delhi,519,Burglary,26,Unknown,Unknown,10,28.79960533741476,77.05192197147177
NCRB_32620,2022-05-20,16:27,Delhi,409,Assault,30,Unknown,Firearm,7,28.58475484039033,77.28007753430491
NCRB_32621,2023-03-26,21:53,Delhi,907,Drug Offense,36,M,Knife,10,28.73645424639173,77.2359059010371
NCRB_32622,2023-02-16,00:00,Delhi,370,Drug Offense,40,Unknown,,5,28.51966043308398,77.1195314087492
NCRB_32623,2022-09-05,05:49,Delhi,779,Theft/Robbery,49,Unknown,Unknown,4,28.43672439302655,77.16405700942326
NCRB_32624,2022-05-02,16:47,Delhi,414,Homicide,43,Unknown,Knife,9,28.75983515605993,77.04089877449088
NCRB_32625,2023-02-16,08:11,Delhi,942,Kidnapping,31,M,Firearm,10,28.72229147286818,77.25155217978963
NCRB_32626,2022-12-15,04:42,Delhi,752,Assault,59,M,,8,28.66181508096276,77.1699108247236
NCRB_32627,2022-06-23,08:53,Delhi,757,Drug Offense,62,M,Knife,0,28.549011988302272,77.21691025958754
NCRB_32628,2022-05-13,21:42,Delhi,510,Burglary,24,Unknown,Knife,2,28.587889326957765,77.39868892104822
NCRB_32629,2023-05-06,17:38,Delhi,773,Kidnapping,21,M,,9,28.762808134267,77.0190900801438
NCRB_32630,2022-07-31,06:25,Delhi,726,Homicide,29,M,Knife,2,28.49706530686064,77.26836894401016
NCRB_32631,2022-12-18,15:33,Delhi,396,Drug Offense,33,Unknown,Firearm,6,28.740316530087483,77.21079213148764
NCRB_32632,2022-05-19,16:54,Delhi,930,Homicide,34,F,,9,28.57483745846596,77.32068604125203
NCRB_32633,2022-09-17,01:47,Delhi,258,Theft/Robbery,32,M,Unknown,10,28.66888918468492,77.1474345218086
NCRB_32634,2022-12-01,07:40,Delhi,864,Homicide,46,F,Firearm,2,28.61991360760436,77.09427270592604
NCRB_32635,2023-05-05,00:51,Delhi,207,Kidnapping,38,F,Firearm,9,28.643752688023625,77.18718033454883
NCRB_32636,2022-05-10,04:18,Delhi,239,Kidnapping,57,Unknown,Knife,5,28.44788403193498,77.07191348432099
NCRB_32637,2023-03-15,21:15,Delhi,275,Drug Offense,55,M,Blunt Object,1,28.70610991628096,77.39094774035641
NCRB_32638,2022-11-08,11:35,Delhi,910,Assault,51,M,Blunt Object,8,28.8101032111556,77.33351045349711
NCRB_32639,2023-09-08,23:38,Delhi,457,Burglary,58,Unknown,Unknown,2,28.67326277641892,77.20883514510257
NCRB_32640,2023-12-15,15:33,Delhi,200,Homicide,32,M,Knife,9,28.47261963317185,77.16056673258356
NCRB_32641,2022-03-06,23:20,Delhi,114,Kidnapping,20,M,Firearm,10,28.674161112397613,77.05734060012816
NCRB_32642,2022-11-06,13:19,Delhi,666,Assault,58,M,Knife,6,28.505077198762585,77.37535251242711
NCRB_32643,2022-11-18,05:09,Delhi,446,Assault,63,F,Firearm,10,28.560199887308464,77.07157093318067
NCRB_32644,2022-04-30,10:30,Delhi,947,Homicide,65,Unknown,Unknown,3,28.49365880305495,77.20840903914554
NCRB_32645,2022-01-24,04:34,Delhi,412,Theft/Robbery,57,Unknown,Firearm,6,28.477471249283017,77.12644847940597
NCRB_32646,2022-01-16,14:28,Delhi,539,Burglary,61,M,Unknown,4,28.63814641283918,77.10024470126619
NCRB_32647,2023-02-07,06:15,Delhi,192,Assault,39,M,Unknown,3,28.76751869233768,77.15248643633366
NCRB_32648,2023-07-04,13:26,Delhi,979,Drug Offense,44,F,Firearm,5,28.77244617168201,77.08958172645424
NCRB_32649,2023-09-13,12:58,Delhi,716,Theft/Robbery,19,M,Knife,7,28.532422334586748,77.24057814385284
NCRB_32650,2023-05-27,00:41,Delhi,624,Homicide,53,Unknown,Blunt Object,10,28.69541117372864,77.07933249345518
NCRB_32651,2023-08-04,13:29,Delhi,295,Theft/Robbery,56,M,,4,28.474882261873432,77.17164330067324
NCRB_32652,2023-12-18,03:23,Delhi,133,Theft/Robbery,27,Unknown,,0,28.659576753021003,77.39322103860205
NCRB_32653,2023-08-07,21:39,Delhi,586,Homicide,37,Unknown,,1,28.653271016671287,77.03948913173663
NCRB_32654,2023-08-08,19:24,Delhi,404,Drug Offense,43,F,Knife,6,28.784470250819925,77.05551165862057
NCRB_32655,2023-09-09,10:19,Delhi,600,Homicide,60,Unknown,,10,28.810122811511505,77.12766509568922
NCRB_32656,2023-07-04,01:14,Delhi,277,Assault,47,M,Knife,0,28.539907722798567,77.3308410491819
NCRB_32657,2023-02-18,09:59,Delhi,616,Assault,57,Unknown,Blunt Object,4,28.6050998248341,77.091295033346
NCRB_32658,2022-09-13,22:34,Delhi,784,Homicide,25,Unknown,Knife,0,28.46834262374055,77.37189938216183
NCRB_32659,2023-09-04,12:09,Delhi,914,Drug Offense,39,F,Blunt Object,4,28.6549606440749,77.14363501828487
NCRB_32660,2023-11-25,21:11,Delhi,508,Drug Offense,20,F,Knife,6,28.648146903444488,77.08918048498508
NCRB_32661,2023-09-10,14:56,Delhi,713,Kidnapping,58,Unknown,Knife,1,28.794446037781302,77.09978009682408
NCRB_32662,2023-12-11,00:13,Delhi,643,Assault,58,M,,5,28.81126746433507,77.24646203313777
NCRB_32663,2022-11-01,01:38,Delhi,399,Assault,30,F,Knife,6,28.52600847294039,77.32742379611767
NCRB_32664,2023-07-05,07:12,Delhi,449,Kidnapping,40,F,Unknown,3,28.781581977732856,77.20211000972608
NCRB_32665,2022-07-21,09:13,Delhi,164,Drug Offense,40,Unknown,Firearm,6,28.57324161652045,77.37199574694861
NCRB_32666,2023-12-07,06:14,Delhi,999,Theft/Robbery,48,Unknown,Knife,2,28.49830234605931,77.26819266867861
NCRB_32667,2023-09-10,04:05,Delhi,960,Assault,46,M,Blunt Object,10,28.661856365307184,77.04174670944089
NCRB_32668,2023-06-29,20:06,Delhi,474,Homicide,31,F,Knife,5,28.42953134569009,77.19951214256581
NCRB_32669,2022-01-23,17:44,Delhi,159,Theft/Robbery,58,M,Blunt Object,9,28.54332779015781,77.19169180709552
NCRB_32670,2022-04-12,18:43,Delhi,456,Burglary,31,M,Firearm,2,28.57228128345404,77.2507102607002
NCRB_32671,2022-06-29,22:48,Delhi,959,Kidnapping,31,Unknown,,4,28.642408214719666,77.15506542838996
NCRB_32672,2023-12-26,14:14,Delhi,858,Homicide,56,M,Knife,5,28.640792408638927,77.31213717728718
NCRB_32673,2023-03-05,21:23,Delhi,779,Homicide,24,Unknown,Unknown,9,28.673321746133343,77.06419312693279
NCRB_32674,2023-06-09,23:28,Delhi,720,Assault,44,F,Knife,4,28.480713592556626,77.22883955086736
NCRB_32675,2022-07-04,05:51,Delhi,612,Drug Offense,50,F,Firearm,0,28.68576436276815,77.3710648541088
NCRB_32676,2022-10-31,09:13,Delhi,538,Theft/Robbery,60,Unknown,Blunt Object,10,28.50235962496133,77.17485478107231
NCRB_32677,2022-01-13,08:59,Delhi,369,Drug Offense,61,F,Knife,4,28.78348509716543,77.3076844950577
NCRB_32678,2022-08-18,09:06,Delhi,727,Homicide,60,Unknown,,2,28.538678519625183,77.21444251730692
NCRB_32679,2022-08-12,07:03,Delhi,731,Kidnapping,49,F,,4,28.444496649546576,77.2933109303029
NCRB_32680,2023-06-10,04:17,Delhi,494,Theft/Robbery,34,M,Knife,9,28.431180198912,77.33713158576636
NCRB_32681,2023-05-10,23:51,Delhi,159,Homicide,54,M,Blunt Object,5,28.781439336079213,77.08676453022898
NCRB_32682,2022-09-10,06:46,Delhi,483,Drug Offense,40,M,,7,28.49903577561509,77.28663202468606
NCRB_32683,2022-10-15,07:58,Delhi,795,Assault,54,Unknown,Unknown,2,28.77855621574581,77.37480145338596
NCRB_32684,2022-12-01,09:29,Delhi,411,Drug Offense,47,Unknown,Blunt Object,8,28.554035453926527,77.28445126732166
NCRB_32685,2022-03-23,04:16,Delhi,661,Assault,58,Unknown,Firearm,0,28.69217180836867,77.29728228148792
NCRB_32686,2022-09-05,20:12,Delhi,295,Assault,26,F,Blunt Object,10,28.52599502178692,77.18582445556207
NCRB_32687,2023-05-22,03:32,Delhi,980,Burglary,19,M,Blunt Object,0,28.46519106297272,77.4012933084229
NCRB_32688,2023-06-24,04:56,Delhi,499,Kidnapping,52,Unknown,Unknown,6,28.784377888688784,77.17387064271662
NCRB_32689,2023-12-19,11:12,Delhi,379,Assault,31,M,Unknown,9,28.69497154684658,77.39566499852167
NCRB_32690,2023-10-04,06:37,Delhi,466,Theft/Robbery,23,F,Knife,3,28.797566667898508,77.24568072290747
NCRB_32691,2022-06-27,11:22,Delhi,450,Kidnapping,49,M,,4,28.612448129821672,77.10004645328272
NCRB_32692,2022-09-28,17:02,Delhi,553,Drug Offense,48,F,Blunt Object,0,28.53130458871341,77.25925718866034
NCRB_32693,2022-02-10,02:09,Delhi,528,Assault,43,M,,8,28.78407083778653,77.2085876974416
NCRB_32694,2023-07-20,16:50,Delhi,835,Theft/Robbery,29,Unknown,Unknown,5,28.77297818288517,77.095231312649
NCRB_32695,2023-08-05,02:46,Delhi,706,Assault,22,Unknown,Knife,9,28.44384063292819,77.07606492132383
NCRB_32696,2023-12-27,21:32,Delhi,829,Burglary,19,F,Unknown,4,28.480648789009138,77.1634713881754
NCRB_32697,2023-08-02,11:50,Delhi,795,Burglary,63,F,Firearm,2,28.46863142138073,77.08972013320353
NCRB_32698,2023-06-06,23:39,Delhi,455,Theft/Robbery,57,M,Knife,0,28.49801323161424,77.31439682341465
NCRB_32699,2022-11-02,12:48,Delhi,748,Homicide,52,M,Unknown,10,28.50782084093821,77.02824729688392
NCRB_32700,2023-01-21,23:57,Delhi,367,Assault,26,F,Firearm,3,28.44123481475358,77.3669985219909
NCRB_32701,2023-04-28,03:03,Delhi,816,Kidnapping,60,F,Unknown,10,28.658691652400552,77.33629067443022
NCRB_32702,2023-09-09,02:40,Delhi,616,Burglary,24,Unknown,Blunt Object,6,28.490390036256542,77.29860634017354
NCRB_32703,2022-02-12,06:13,Delhi,774,Assault,23,F,Unknown,4,28.599718982763324,77.39759230172334
NCRB_32704,2022-07-23,20:32,Delhi,334,Theft/Robbery,40,M,Knife,9,28.5013398309344,77.2561844299309
NCRB_32705,2023-01-21,11:22,Delhi,217,Homicide,46,M,Firearm,0,28.6577613723529,77.27899776670291
NCRB_32706,2023-11-28,14:53,Delhi,538,Homicide,28,F,,4,28.686266842923875,77.35799770999682
NCRB_32707,2023-10-08,13:00,Delhi,339,Assault,44,Unknown,Knife,0,28.61639987172227,77.33173638005287
NCRB_32708,2022-05-05,11:16,Delhi,862,Homicide,24,F,Firearm,3,28.51587936276667,77.06564340421498
NCRB_32709,2023-12-14,19:43,Delhi,537,Drug Offense,57,M,Unknown,5,28.742641232938624,77.18982016877602
NCRB_32710,2022-01-14,03:15,Delhi,525,Kidnapping,49,F,Firearm,3,28.43220191806153,77.15946319623102
NCRB_32711,2022-05-01,10:27,Delhi,401,Kidnapping,24,Unknown,Knife,8,28.65348400558308,77.2686137033712
NCRB_32712,2022-03-02,13:29,Delhi,975,Kidnapping,36,F,Unknown,7,28.648483713035983,77.13579151678655
NCRB_32713,2022-01-29,05:11,Delhi,768,Kidnapping,26,Unknown,Unknown,8,28.597765356414445,77.02455574498904
NCRB_32714,2022-08-08,01:02,Delhi,311,Kidnapping,44,Unknown,,10,28.699893672665,77.2900149377915
NCRB_32715,2023-11-20,02:00,Delhi,944,Theft/Robbery,21,F,Knife,0,28.583579559204217,77.14824747443346
NCRB_32716,2022-04-15,04:40,Delhi,606,Kidnapping,44,F,Knife,4,28.639649293324105,77.17644625681406
NCRB_32717,2023-09-19,23:41,Delhi,956,Burglary,65,F,Unknown,5,28.54355762378009,77.1012568084995
NCRB_32718,2022-11-30,10:27,Delhi,499,Kidnapping,65,F,,10,28.47740124715386,77.3110080937061
NCRB_32719,2022-04-15,02:10,Delhi,667,Drug Offense,27,M,,0,28.59538084617234,77.37629294152904
NCRB_32720,2022-01-10,11:27,Delhi,274,Burglary,59,F,Blunt Object,4,28.514092823078496,77.15239963973183
NCRB_32721,2022-07-17,10:39,Delhi,874,Burglary,28,F,Blunt Object,2,28.736802947805074,77.03380857810268
NCRB_32722,2022-05-08,14:51,Delhi,607,Kidnapping,39,Unknown,Firearm,7,28.49919033954896,77.32967747121687
NCRB_32723,2023-08-12,16:34,Delhi,776,Homicide,60,M,Unknown,3,28.4663760118523,77.36399003667175
NCRB_32724,2023-10-29,14:43,Delhi,219,Kidnapping,55,F,Blunt Object,4,28.79771111347864,77.23575455719413
NCRB_32725,2023-11-25,12:08,Delhi,705,Burglary,59,F,Blunt Object,3,28.457014654718225,77.0887258178898
NCRB_32726,2023-10-27,19:32,Delhi,197,Drug Offense,53,Unknown,Knife,1,28.781937595810977,77.10570289360973
NCRB_32727,2022-01-22,12:06,Delhi,896,Drug Offense,65,F,Blunt Object,5,28.565327314173693,77.38851921017036
NCRB_32728,2022-09-08,18:58,Delhi,524,Burglary,30,M,,9,28.63773176047652,77.02600894364764
NCRB_32729,2023-01-26,06:49,Delhi,851,Kidnapping,18,M,Unknown,0,28.73131058580684,77.28686967859063
NCRB_32730,2022-05-05,02:49,Delhi,527,Homicide,64,Unknown,Blunt Object,0,28.74914824993515,77.0315179253732
NCRB_32731,2022-10-06,18:19,Delhi,638,Drug Offense,29,F,Firearm,3,28.606685504219204,77.31742286499372
NCRB_32732,2023-02-27,12:54,Delhi,805,Kidnapping,33,F,Knife,0,28.61969590297988,77.32603791755359
NCRB_32733,2022-10-18,03:18,Delhi,879,Homicide,22,Unknown,Blunt Object,8,28.62823398188541,77.17079169435212
NCRB_32734,2023-09-02,23:29,Delhi,186,Theft/Robbery,31,Unknown,,7,28.734039217963645,77.18246919050516
NCRB_32735,2023-12-10,21:46,Delhi,779,Drug Offense,33,F,Unknown,4,28.49399891188388,77.106335303721
NCRB_32736,2022-01-26,13:35,Delhi,587,Drug Offense,22,F,,2,28.55529234477442,77.37163867214467
NCRB_32737,2022-01-06,12:28,Delhi,729,Theft/Robbery,19,M,Blunt Object,6,28.55551456830338,77.1704056195313
NCRB_32738,2022-12-21,07:26,Delhi,422,Drug Offense,56,Unknown,Knife,4,28.621846692575083,77.24514799133853
NCRB_32739,2022-07-17,20:14,Delhi,130,Theft/Robbery,55,F,,7,28.647793267548263,77.15392327214381
NCRB_32740,2022-06-21,17:05,Delhi,887,Burglary,43,Unknown,Blunt Object,4,28.458550901622665,77.3391375052538
NCRB_32741,2023-10-30,12:02,Delhi,147,Assault,19,F,Firearm,6,28.58542999788664,77.21844293307103
NCRB_32742,2023-10-28,13:40,Delhi,525,Drug Offense,45,M,Firearm,1,28.75892939072276,77.37483197501061
NCRB_32743,2023-11-13,04:26,Delhi,988,Burglary,38,Unknown,Unknown,0,28.422323155456866,77.38076706410348
